,date,reviewNo,employeeType,position,summary,pro,con,advice,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,reviewLink
294, 4 Apr 2018,empReview_20007642,Current Employee - ServiceNow Technical Lead,I have been working at Accenture (More than a year),Good Company but Variable and hot skill can be misleading,"Good work culture, respect for individual timings and money. Got good benefits and easy claim process. Regular trainings are provided, escalation process is also transparent.",Only half of the total variable amount will be given. Hot skill bonus or next gen bonus can be removed any time and there is no clear process or information.,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20007642.htm
295, 4 Apr 2018,empReview_20010510,Current Employee - Software Engineering Analyst,I have been working at Accenture full-time (More than 3 years),Work,Good work culture. Friendly environment. Good Hikes,"Not much space for learning new and advanced technologies. If you are a Microsoft -skill tagged employee, it's is almost impossible to get out of Avanade and work on non-Microsoft skills",None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20010510.htm
296, 4 Apr 2018,empReview_20010564,Current Employee - Software Engineer,I have been working at Accenture full-time (More than a year),More than couple of years at Accenture,"Good Company to work with. Lot of focus on Automation. Nice colleagues. Employee friendly environment.Nice perks, if you are in shift you get travel allowance and shift allowance (Best company in terms of perks)",If you are a lateral employee you are bound to have a higher payscale as compared to home grown ones.So they will try to level it up by giving higher hike to home grown ones and less to lateral ones. Which being a lateral employee I dun feel its ethical because inspite of putting extra efforts this policy ruins everything.Long work hours- offer letter mentions 9hrs working but they say its 10 hrs working once you land up in a project.,Please give salary hikes based on performance.,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20010564.htm
297, 4 Apr 2018,empReview_20013015,Current Employee - Software Engineer,I have been working at Accenture full-time (More than a year),Work culture,Good work culture. Good pau,Politics will be there.. need to handle it,HR policies on bell curve can be improved,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20013015.htm
298, 4 Apr 2018,empReview_20020323,Current Employee - Senior Software Engineer,I have been working at Accenture full-time (More than 3 years),Work culture,Good place to work with a friendly environment,Need to have good negotiation before joining,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20020323.htm
299, 4 Apr 2018,empReview_20021698,Current Employee - Software Development Associate,I have been working at Accenture full-time (More than a year),All that shines can be gold too !!,"Work culture, Office timings, dress code, infrastructure, growth.",Location preference is hardly considered.,Please improve the efficiency of the PMO teams.,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20021698.htm
300, 18 Apr 2018,empReview_20208698,Current Employee - Solutions Specialist,I have been working at Accenture full-time (More than a year),Goal and detail oriented worker,Large international company with opportunities world-widePositive Work environment to work with,"Unrealistic deadlines, long working hours, project time not managed well",Reward and recognition to everyone,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20208698.htm
301, 18 Apr 2018,empReview_20217451,Current Employee - S S E(Senior Software Engineer),I have been working at Accenture full-time,Good,"No timing issue , work life balancing good,",not good salary hike in company,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20217451.htm
302, 18 Apr 2018,empReview_20218792,Former Employee - Senior Analyst,I worked at Accenture full-time (More than a year),Good Company,"Good Infra, helping people. Got opportunity on working new technologies. Bonuses are good.","Cost cutting, No projects. Manage is OK OK",Manage your key resources well,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20218792.htm
303, 3 Apr 2018,empReview_19987821,Former Employee - Anonymous Employee,I worked at Accenture full-time (More than 3 years),One of the best companies to work for,Cool environment and Good pay scale.,Formal dress which is not common these days in other companies.,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19987821.htm
304, 3 Apr 2018,empReview_19988186,Current Employee - Senior Transaction Processing Analyst,I have been working at Accenture full-time (More than 3 years),Neutral,Job SecurityTransport facilityAlot of projects/deals currently in contract with Accenture,Unnecessary PoliticsPromotions for the undeserved candidatesNepotism with few Management,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19988186.htm
305, 3 Apr 2018,empReview_19991736,Current Employee - Team Lead,I have been working at Accenture full-time (More than 3 years),Team Lead Operation,All Good. best company ever worked with.,All fine. Nothing that bother me,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19991736.htm
306, 3 Apr 2018,empReview_19997387,Current Employee - Senior Consultant,I have been working at Accenture (More than 5 years),Great place to work,"Good team members and supportive culture, Many opportunities to learn and grow, nice work-life balance and many more",India HR process - too tedious and less logical,Not much to improve expect recruitment process in India,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19997387.htm
307, 3 Apr 2018,empReview_19988269,Former Employee - Reports Developer,I worked at Accenture full-time (More than a year),Accenture BPO,Good Hike and market correction based on performances. But i did hear from other people that politics is a deciding factor in salary.,Politics and favouritism. Kannada speaking people given preference even when their performance is below standard.,Be Professional. The standard of a company depends on the leadership - from the CEO to Department Heads to Manager and Team Leader. If you are professional then the team under you will inhibit that quality. But if you show favouritism - expect your team to ignore you and dont be annoyed with them then.!,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19988269.htm
308, 3 Apr 2018,empReview_19995236,Current Employee - Senior Customer Support Executive,I have been working at Accenture full-time (Less than a year),This is genuine review,Its an Ocean of oppurtunity,"When every other company works only for 9 hrs , Accenture works for 10 hrs",None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19995236.htm
309, 3 Apr 2018,empReview_20000768,Current Employee - Business Operations Analyst,I have been working at Accenture full-time (More than a year),Subject Matter Expert,Accenture provides global management consulting and professional services. It provides a good working environment on site.,"If you are working on the payroll of Accenture at the client site, you will miss all the growth opportunities because of the lack of coordination gaps.",None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20000768.htm
310, 17 Apr 2018,empReview_20200586,Former Employee - Senior Applications Developer,I worked at Accenture full-time (More than 3 years),Application developer senior analyst,"Very good hike variable pay is given if you are top performer, else you will not have proper hikes and also less variable pay is paid",if you are not performing good or less budget/cost cuttings then your job is at risk.,None,3.0,3.0,3.0,3.0,3.0,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20200586.htm
311, 17 Apr 2018,empReview_20186178,Current Employee - Manager,I have been working at Accenture full-time (More than 5 years),Very big company but lot of localized politics,lot of opportunities to learn,"tremendous unbalanced work pressure, lot of fighting between different groups in same IG, across IG","Honest ,unbiased program and project management required",2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW20186178.htm
312, 2 Apr 2018,empReview_19969096,Former Employee - Program Manager,I worked at Accenture full-time (More than 5 years),Program Manager,Employee centric and good place to learn.,Hectic schedule leaves no family time,Work life balance should be taken on top priority,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19969096.htm
313, 2 Apr 2018,empReview_19973772,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 3 years),Application Development Analysist,Good Company to work for Fresher,all things are good so nothing to be mentioned,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19973772.htm
314, 2 Apr 2018,empReview_19978005,Former Employee - ASE,I worked at Accenture full-time,Good,FriendlyPositive atmoshpere .Great work Culture,Work and life balance gets affected a bit but overall its a good experience,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19978005.htm
315, 2 Apr 2018,empReview_19981635,Former Employee - Applications Developer Analyst,I worked at Accenture full-time (More than a year),Hectic environment but a good learning experience!,"I received excellent support from my seniors in the project and was even given the opportunity to design small requirements. I worked as a middleware Java developer for a telecom project. There was good visibility of my work to top management and award programs for employees is good. Overall, a very encouraging and dynamic atmosphere.","There was a lot of work to be done and the team ended up working long hours most days. Since we worked with legacy code, no exposure to latest technologies.",None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19981635.htm
